key,screens,English,Hindi,Hinglish,audit flags,review status
goals_save_changes,EkagraDurationTab; GoalsScreen,Save Changes,Changes save करें,Changes save karein,Latin text in Hindi: inspect names/technical terms,Needs human review
goals_schedule_future,GoalsScreen,Schedule for a future date,बाद के लिए schedule करें,baad ke liye schedule karein,Latin text in Hindi: inspect names/technical terms,Needs human review
goals_scheduled_tasks,GoalListContent,You have no tasks scheduled for later dates. %1$d,Scheduled · %1$d tasks,Scheduled · %1$d tasks,Latin text in Hindi: inspect names/technical terms,Needs human review
goals_select_today_repeat_tomorrow,GoalsScreen,Select today\'s goals to repeat tomorrow.,आज के goals चुनें जिन्हें कल फिर करना है।,aaj ke goals chunein jinhein kal phir karna hai.,Latin text in Hindi: inspect names/technical terms,Needs human review
goals_select_yesterday_bring_today,GoalsScreen,Select yesterday\'s goals to bring into today.,कल के goals चुनें जिन्हें आज करना है।,kal ke goals chunein jinhein aaj karna hai.,Latin text in Hindi: inspect names/technical terms,Needs human review
goals_set_due_date,,Set due date,समय सीमा चुनें,samay seema chunein,,Needs human review
goals_set_for_date,GoalsScreen,Schedule for a future date %1$s,%1$s के लिए रखा है,%1$s ke liye rakha hai,,Needs human review
goals_set_today_pick_future,GoalsScreen,Set for today. Tap to pick a future date.,आज के लिए रखा है। दूसरी date चुनने के लिए tap करें।,aaj ke liye rakha hai. doosri date chunne ke liye tap karein.,Latin text in Hindi: inspect names/technical terms,Needs human review
goals_stat_completed,,Completed,पूरा हुआ,Completed,,Needs human review
goals_stat_in_progress,,In Progress,चल रहा है,In Progress,,Needs human review
goals_stat_not_started,,Not Started,शुरू नहीं हुआ,Not Started,,Needs human review
goals_status,GoalsScreen,Status,Status,Status,Latin text in Hindi: inspect names/technical terms,Needs human review
goals_study_time_credited,GoalHistoryTab,Study time credited to this goal · also in Ekagra history,इस goal में study time count हुआ · Ekagra history में भी दिखेगा,is goal mein study time count hua · Ekagra history mein bhi dikhega,Latin text in Hindi: inspect names/technical terms,Needs human review
goals_study_time_question,GoalsScreen,How long did you study?,कितनी देर पढ़ाई की?,kitni der padhai ki?,,Needs human review
goals_study_time_today,GoalListContent; TopicStudySaveSheet,Study time today,आज का study time,aaj ka study time,Latin text in Hindi: inspect names/technical terms,Needs human review
goals_subtitle,,Manage your goals and track progress efficiently.,अपने लक्ष्यों को प्रबंधित करें और प्रगति ट्रैक करें।,apne lakshyon ko manage karein aur progress track karein.,,Needs human review
goals_tab_analytics,,Analytics,विश्लेषण,Analytics,,Needs human review
goals_tab_goals,,Goals,लक्ष्य,Goals,,Needs human review
goals_tab_history,,History,इतिहास,History,,Needs human review
goals_tasks,,Tasks,कार्य,Tasks,,Needs human review
goals_title_label,,Goal title,लक्ष्य का शीर्षक,goal ka sheershak,,Needs human review
goals_title_prompt,GoalsScreen,Schedule for a future date,क्या पूरा करना है?,kya poora karna hai?,,Needs human review
goals_today_pulse,GoalListContent,Today Pulse,आज की pulse,Today’s Pulse,Latin text in Hindi: inspect names/technical terms,Needs human review
goals_total_time_studied,GoalListContent,Total time studied,Total study time,Total study time,Latin text in Hindi: inspect names/technical terms,Needs human review
goals_upcoming,GoalsScreen,Upcoming,आने वाले,Upcoming,,Needs human review
goals_upcoming_stays_help,GoalListContent,Anything scheduled for later stays in the upcoming section.,बाद के लिए planned tasks Upcoming में रहेंगे।,baad ke liye planned tasks Upcoming mein rahenge.,Latin text in Hindi: inspect names/technical terms,Needs human review
goals_when_activate,GoalFormComponents,When should this activate?,यह कब शुरू हो?,yeh kab shuru ho?,,Needs human review
habits_add,HabitComponents,Add a habit,एक हैबिट जोड़ें,ek habit jodein,,Needs human review
habits_all,ContributionHeatmapMatrix; HabitExportDialog; HabitFilterBar; ModernHabitComponents; YearHeatmap,All Habits,सभी हैबिट्स,All Habits,,Needs human review
habits_archive,HabitFormBottomSheet,Archive Habit,हैबिट आर्काइव करें,habit archive karein,,Needs human review
habits_archive_action,HabitFormBottomSheet,Archive,आर्काइव करें,Archive,,Needs human review
habits_archive_explanation,HabitFormBottomSheet,"This habit will be removed from your daily list, but your past progress will stay saved.","यह हैबिट आपकी डेली लिस्ट से हट जाएगी, लेकिन पुरानी प्रोग्रेस सेव रहेगी।","yeh habit aapki daily list se hata jaayegi, lekin purani progress save rahegi.",,Needs human review
habits_archive_question,HabitFormBottomSheet,Archive Habit?,हैबिट आर्काइव करें?,habit archive karein?,,Needs human review
habits_archived,HabitPerformanceList,Archived,आर्काइव की गई,archive ki gayi,,Needs human review
habits_best_days,BentoStatGrid,Best: %1$d days,बेस्ट: %1$d दिन,best: %1$d din,,Needs human review
habits_best_days_short,HabitPerformanceList,Best: %1$dd,बेस्ट: %1$d दिन,best: %1$d din,,Needs human review
habits_calendar,MonthlyView,Habit Calendar,हैबिट कैलेंडर,habit calendar,,Needs human review
habits_clear_all,HabitFilterTwoPaneSheet,Clear All,सब हटाएँ,Clear All,,Needs human review
habits_completed_scheduled,ModernHabitComponents,Completed / Scheduled,पूरी हुईं / तय थीं,Completed / Scheduled,,Needs human review
habits_completions,BentoStatGrid,Completions,पूरी हुईं,Completions,,Needs human review
habits_consistency,ContributionHeatmapMatrix,Habit Consistency,हैबिट कंसिस्टेंसी,Habit Consistency,,Needs human review
habits_consistency_heatmap,YearHeatmap,Consistency heatmap,कंसिस्टेंसी हीटमैप,consistency heatmap,,Needs human review
habits_csv_format,HabitExportDialog,CSV (.csv - Excel & Sheets compatible),CSV (.csv - Excel और Sheets में चलेगा),CSV (.csv - Excel aur Sheets mein calega),Latin text in Hindi: inspect names/technical terms,Needs human review
habits_current_days_short,HabitPerformanceList,Current: %1$dd,अभी: %1$d दिन,abhi: %1$d din,,Needs human review
habits_current_streak,BentoStatGrid,Current Streak,मौजूदा स्ट्रीक,Current Streak,,Needs human review
habits_daily_progress,ModernHabitComponents,Daily Progress,आज की प्रोग्रेस,Daily Progress,,Needs human review
habits_date_range,HabitExportDialog,Date Range,डेट रेंज,Date Range,,Needs human review
habits_day_required,HabitFormBottomSheet,Please select at least one day.,कम से कम एक दिन चुनें।,kam se kam ek din chunein.,,Needs human review
habits_delete_explanation,HabitFormBottomSheet,This will delete this habit and all its past progress. This cannot be undone.,यह हैबिट और इसकी पूरी पुरानी प्रोग्रेस डिलीट हो जाएगी। बाद में इसे वापस नहीं ला पाएँगे।,yeh habit aur isaki poori purani progress delete ho jaayegi. baad mein ise wapas nahi la paemge.,,Needs human review
habits_delete_permanently,HabitFormBottomSheet,Delete Permanently,हमेशा के लिए डिलीट करें,hamesha ke liye delete karein,,Needs human review
habits_delete_question,HabitFormBottomSheet,Delete Permanently?,हमेशा के लिए डिलीट करें?,hamesha ke liye delete karein?,,Needs human review
habits_edit,ModernHabitComponents; WeeklyView,Edit habit,हैबिट एडिट करें,habit edit karein,,Needs human review
habits_edit_name_schedule,HabitComponents,Edit name and schedule for %1$s,%1$s का नाम और शेड्यूल एडिट करें,%1$s ka naam aur schedule edit karein,,Needs human review
habits_edit_named,ModernHabitComponents,Edit %1$s,%1$s एडिट करें,%1$s edit karein,,Needs human review
habits_export,HabitExportDialog,Export,एक्सपोर्ट करें,Export,,Needs human review
habits_export_data,HabitExportDialog; HabitExportManager,Export Habit Data,हैबिट डेटा एक्सपोर्ट करें,habit data export karein,,Needs human review
habits_export_download,HabitExportDialog,Download spreadsheet-compatible data,स्प्रेडशीट में चलने वाला डेटा डाउनलोड करें,Spreadsheet mein khulne wala data download karein.,,Needs human review
habits_export_explanation,HabitInsightsScreen,"Export your habit consistency data to CSV format for use in Excel, Google Sheets, or personal archiving.","अपनी हैबिट प्रोग्रेस का CSV एक्सपोर्ट करें। इसे Excel, Google Sheets या अपने रिकॉर्ड के लिए इस्तेमाल कर सकते हैं।","apni habit progress ka CSV export karein. ise Excel, Google Sheets ya apne record ke liye istemal kar sakte hain.",Latin text in Hindi: inspect names/technical terms,Needs human review
